# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FlushQueue.executionTimeMaxNs,1747919256321000000,1747919272715000000,0
NonBlockingReadAction.failedExecutionTimeUs,1747919256321000000,1747919272715000000,0
FlushQueue.waitingTimeMaxNs,1747919256321000000,1747919272715000000,0
ReadAction.executionsCount,1747919256321000000,1747919272715000000,50085
FlushQueue.queueSize90P,1747919256321000000,1747919272715000000,0
NonBlockingReadAction.finalizedExecutionTimeUs,1747919256321000000,1747919272715000000,64251
AWTEventQueue.dispatchTimeMaxNs,1747919256321000000,1747919272715000000,0
FlushQueue.executionTimeAvgNs,1747919256321000000,1747919272715000000,0.0
FlushQueue.waitingTime90PNs,1747919256321000000,1747919272715000000,0
FlushQueue.queueSizeAvg,1747919256321000000,1747919272715000000,0.0
AWTEventQueue.dispatchTime90PNs,1747919256321000000,1747919272715000000,0
FlushQueue.queueSizeMax,1747919256321000000,1747919272715000000,0
AWTEventQueue.eventsDispatched,1747919256321000000,1747919272715000000,0
NonBlockingReadAction.finalizedExecutionsCount,1747919256321000000,1747919272715000000,15
WriteAction.executionsCount,1747919256321000000,1747919272715000000,1
FlushQueue.executionTime90PNs,1747919256321000000,1747919272715000000,0
FlushQueue.tasksExecuted,1747919256321000000,1747919272715000000,0
writeAction.max.wait.ms,1747919256321000000,1747919272715000000,0
writeAction.wait.ms,1747919256321000000,1747919272715000000,0
writeAction.count,1747919256321000000,1747919272715000000,1
writeAction.median.wait.ms,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalPagesWriteMs,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalBytesRead,1747919256321000000,1747919272715000000,0
MappedFileStorage.storages,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.housekeeperTimeSpentMs,1747919256321000000,1747919272715000000,0
MappedFileStorage.totalBytesMapped,1747919256321000000,1747919272715000000,0
FilePageCache.uncachedFileAccess,1747919256321000000,1747919272715000000,110
FilePageCache.capacityInBytes,1747919256321000000,1747919272715000000,503316478
FilePageCache.pageLoadsAboveSizeThreshold,1747919256321000000,1747919272715000000,0
FilePageCache.maxRegisteredFiles,1747919256321000000,1747919272715000000,537
FilePageCacheLockFree.totalNativeBytesReclaimed,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.housekeeperTurnsDone,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalPagesWritten,1747919256321000000,1747919272715000000,0
FileChannelInterruptsRetryer.totalRetriedAttempts,1747919256321000000,1747919272715000000,0
DirectByteBufferAllocator.reclaimed,1747919256321000000,1747919272715000000,43
FilePageCache.pageHits,1747919256321000000,1747919272715000000,0
StorageLockContext.competingThreads.avg,1747919256321000000,1747919272715000000,0.0
MappedFileStorage.totalPagesMapped,1747919256321000000,1747919272715000000,0
DirectByteBufferAllocator.totalSizeOfBuffersAllocatedInBytes,1747919256321000000,1747919272715000000,41943040
FilePageCache.disposedBuffers,1747919256321000000,1747919272715000000,196
FilePageCache.totalPageLoadsUs,1747919256321000000,1747919272715000000,366815
FilePageCacheLockFree.totalPageAllocationsWaited,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.nativeBytesInUse,1747919256321000000,1747919272715000000,0
FilePageCache.pageFastCacheHits,1747919256321000000,1747919272715000000,3880
FilePageCacheLockFree.totalNativeBytesAllocated,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalPagesAllocated,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalPagesRequested,1747919256321000000,1747919272715000000,0
DirectByteBufferAllocator.totalSizeOfBuffersCachedInBytes,1747919256321000000,1747919272715000000,41943040
StorageLockContext.competingThreads.90P,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalClosedStoragesReclaimed,1747919256321000000,1747919272715000000,0
DirectByteBufferAllocator.misses,1747919256321000000,1747919272715000000,193
FilePageCacheLockFree.totalPagesReclaimed,1747919256321000000,1747919272715000000,0
DirectByteBufferAllocator.disposed,1747919256321000000,1747919272715000000,153
FilePageCacheLockFree.totalPagesHandedOver,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.heapBytesInUse,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalPagesRequestsMs,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalPagesReadMs,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalBytesRequested,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.housekeeperTurnsSkipped,1747919256321000000,1747919272715000000,0
MappedFileStorage.totalTimeSpentOnMappingUs,1747919256321000000,1747919272715000000,18259
DirectByteBufferAllocator.hits,1747919256321000000,1747919272715000000,3
FilePageCacheLockFree.totalHeapBytesAllocated,1747919256321000000,1747919272715000000,0
StorageLockContext.competingThreads.max,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalHeapBytesReclaimed,1747919256321000000,1747919272715000000,0
FilePageCacheLockFree.totalBytesWritten,1747919256321000000,1747919272715000000,0
FilePageCache.totalPageDisposalsUs,1747919256321000000,1747919272715000000,1656
FilePageCache.pageLoads,1747919256321000000,1747919272715000000,196
FilePageCache.maxCacheSizeInBytes,1747919256321000000,1747919272715000000,202375168
cacheStateStorage.set.duration,1747919256321000000,1747919272715000000,0
cacheStateStorage.get.duration,1747919256321000000,1747919272715000000,0
cacheStateStorage.set.counter,1747919256321000000,1747919272715000000,0
cacheStateStorage.get.counter,1747919256321000000,1747919272715000000,10
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1747919256321000000,1747919272715000000,0
workspaceModel.global.updates.count,1747919256321000000,1747919272715000000,0
workspaceModel.global.apply.state.to.project.builder.ms,1747919256321000000,1747919272715000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1747919256321000000,1747919272715000000,1
workspaceModel.load.cache.from.file.ms,1747919256321000000,1747919272715000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1747919256321000000,1747919272715000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1747919256321000000,1747919272715000000,0
jps.global.get.library.ms,1747919256321000000,1747919272715000000,0
jps.global.get.library.by.name.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1747919256321000000,1747919272715000000,0
jps.global.initialize.library.bridges.after.loading.ms,1747919256321000000,1747919272715000000,7
workspaceModel.mutableEntityStorage.to.snapshot.ms,1747919256321000000,1747919272715000000,1
jps.library.entities.serializer.save.entities.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1747919256321000000,1747919272715000000,0
jps.global.get.libraries.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1747919256321000000,1747919272715000000,0
workspaceModel.global.apply.state.to.project.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1747919256321000000,1747919272715000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1747919256321000000,1747919272715000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1747919256321000000,1747919272715000000,0
jps.load.initial.state.ms,1747919256321000000,1747919272715000000,53
workspaceModel.do.save.caches.ms,1747919256321000000,1747919272715000000,0
jps.app.storage.content.reader.load.component.ms,1747919256321000000,1747919272715000000,2
workspaceModel.mutableEntityStorage.add.entity.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1747919256321000000,1747919272715000000,0
workspaceModel.global.updates.ms,1747919256321000000,1747919272715000000,0
workspaceModel.save.cache.to.file.ms,1747919256321000000,1747919272715000000,0
jps.library.entities.serializer.load.entities.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.entities.ms,1747919256321000000,1747919272715000000,6
jps.save.global.entities.ms,1747919256321000000,1747919272715000000,0
workspaceModel.sync.entities.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.instances.count,1747919256321000000,1747919272715000000,3
workspaceModel.moduleManagerBridge.build.module.graph.ms,1747919256321000000,1747919272715000000,0
jps.global.handle.before.change.events.ms,1747919256321000000,1747919272715000000,0
workspaceModel.load.cache.metadata.from.file.ms,1747919256321000000,1747919272715000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1747919256321000000,1747919272715000000,0
jps.global.handle.changed.events.ms,1747919256321000000,1747919272715000000,0
jps.global.initialize.library.bridges.ms,1747919256321000000,1747919272715000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1747919256321000000,1747919272715000000,0
